Company Name,Company Link,Company Description
Mauz & Mauz,http://www.mauzundwauz.com/,"Mauz and Wauz is a premium dog food company that provides quality food for pets. Mauz & Wauz delivers a surprise box with accompanying premium online shops to cat, dog and small animal owners on a monthly subscription base with carefully selected products and presents.

    http://www.mauzundwauz.com"
Mayvin,http://www.mayv.in/,"Mayvin is a PR analytics platform powered by proprietary data. They're replacing biased polls and useless social media analytics with reliable insight. Tap into millions of conversations about important issues. Mayvin built the world’s largest source of PR data because they own the fastest growing outreach tools for grassroots leaders.

    http://www.mayv.in"
MAZEBERRY,https://www.mazeberry.com/,"""Mazeberry has been founded by Thibaut Lemay in 2011 a former web analytics consultant for online retailers.Mazeberry provides operational solution throw retrospective studies using a unique algorithm. Our goal is to help large e-commerce websites to get a complete picture of their online marketing ROI (Return On Advertising Spent)The Mazeberry app is platform who helps the c-level marketing management to make decision about online acquisition spends based on the real cost and performance on online campaigns. We are 7 people, we work with 50 clients and our current ARR $ 500 000. Our growth rate is greater than 100% year on year.""

    www.mazeberry.com"
MazelCorp,https://mazelapp.com/,"The new dating app promises to change the way we do online dating nowadays. Based on mazel’s behavioral algorithm you get a match. This person suits your settings concerning proximity, age group, and gender. At first, you don’t see anything about the other person: no picture, no common Facebook likes, no exact age, no name. You have to actually invest time to get to know the other person.

    mazelapp.com"
Mazu,https://mazufamily.com/,"Mazu is a family content messaging platform that provides a two way engagement system to promote real life interaction, core values and interests for the whole family. We partner with large brands such as LA Lakers, NY Knicks and engage our family audience with professional sports, brands, music and entertainment. Our sole mission is for the Love of Family by creating a co-viewing, co-engaging experience both in Digital and real life for the whole family.

    mazufamily.com"
MC squares,https://www.mcsquares.com/,"We are a small team of designers and engineers dedicated to bring you tools that inspire collaboration and spark creativity.  We passionately believe that everyone has the ability to be creative and that effective collaboration is the master key that unlocks creativity and innovation.

    www.mcsquares.com"
MeaWallet,https://www.meawallet.com/,"Mobile Wallet platform for payment, access, ID, tickets, loyalty/coupons and receipts

    www.meawallet.com"
Mecuris,http://mecuris.com/en/mainpage/,"Mecuris moves orthopaedic care into the digital world by bringing together 3D technologies into one intuitive solution platform.

    http://mecuris.com/en/mainpage"
MedAux,http://www.medaux.com/,"MedAux is an HIPAA compliant patient education and messaging system among physicians, patients, and PAs. MedAux enables physicians to send daily patient education materials including videos, images, and files to their patients via a secure messaging platform. We also provide physicians a database of research driven patient education materials presented in patient-friendly videos. Physicians can also record their own videos to answer common patient questions.

    http://www.medaux.com"
Medical Magnesium,http://medical-magnesium.com,http://medical-magnesium.com
Medicinisto,http://www.medicinisto.com/,http://www.medicinisto.com
Meetizer,http://meetizer.com,"Featured by Apple as “Best New App” in 18 countries, Meetizer is a social networking app that turns your daily downtimes into opportunities, organizing spontaneous meetups with interesting people nearby. Thanks to Meetizer, you can connect with people and engage in useful real world situations, while you cover the daily gaps that are generated in your agenda. With the mission to generate meetups and spark moments of conversation and exchange of ideas, Meetizer today has users in over 70 countries and aims to bring its vision of a more open, connected and social world to the five continents.

    http://meetizer.com"
Mellon,http://www.mellonapp.com/en/,"Mellon is an app that helps people who want sell, rent, buy, even give away their pre-loved stuff in a trustworthy community made only by real friends (phone contacts and Facebook friends), and their friends.

    http://www.mellonapp.com/en"
Meludia,https://www.meludia.com/,"Meludia is an online game that allows anyone to learn music without theory or instruments, regardless of age or level.

    www.meludia.com"
Memeoirs,http://memeoirs.com,"Memeoirs is a web app which allows people to effortlessly create a gorgeous book containing their e-mails, in a mostly automatic fashion. All the user needs to do is to decide on a time period, and on which contacts to include. Of course, they also get to have fun customizing their book.

    http://memeoirs.com"
Mi Terro Global,http://www.miterro.com,"Mi Terro is the world's only biotechnology company that upcycles and re-engineers protein food waste into plastic and cotton alternative fibers for the fashion, medical, and packaging industries.
We have the world's first technology that re-engineers spoiled, expired, and bad milk into plastic-alternative packaging material. Our film is cheaper than other bio-based materials while offering similar quality as petroleum-based plastic film.
Our technology can potentially apply to any type of protein-based food waste, including plant-based food waste.

    http://www.miterro.com"
Miacom Diagnostics,http://miacom-diagnostics.com,"Since its founding in 2009, the young, interdisciplinary and steadily growing team of Miacom diagnostics GmbH has been developing and marketing molecular biological rapid diagnostics for direct pathogen identification from patient material.

    http://miacom-diagnostics.com"
Mifitto,https://mifitto.com/,mifitto.com
milKit,http://milKit.bike,"milKit makes riding tubeless clean, safe and fun. With the Swiss invention, riders can quickly measure and check their remaining tire sealant with a simple, portable kit, adding sealant as needed while leaving their tires on the rim, maintaining air pressure, keeping their hands clean and saving time. Product development engineer Pius Kobler and entrepreneur Sven Rizzotti are the founders of Sport Components Ltd. and creators of milKit. Both passionate mountain bikers, they develop solutions to everyday problems that they face in the biking world.

    http://milKit.bike"
MilkyWay Bikes,http://smartlandlife.com,"On MilkyWayShop.com all fans can purchase technical equipment from the best brands and products to high value technological MilkyWay trademark owner. MilkyWayTribe.com is a platform where, for free, every rider can register, declare the position and upload their own spot - ie the places where sports. MilkyWay continually hears your feedback and suggestions from the community every day and we facilitate the aggregation of fans and practitioners of extreme sports thanks to a completely new social experience that rewards the rider who play sports in real life.

    http://smartlandlife.com"
miomove,https://www.miomove.com/,"Miomove is a team of young people from Zlin’s region, who have uncommon goals, like sports and desire to getting better in whatever we do. So Miomove created a team to develop the miomove SmartShoe concept, that can help you get better by using new innovative technologies.

    www.miomove.com"
MIOPS,https://www.miops.com,"MIOPS is a photography equipment manufacturer specializing in camera triggers and camera remotes. The company develops innovative solutions by putting continuous R&D effort into both hardware and software projects. The company has released several products, many of them featuring never-before-seen functionality. MIOPS maintains a marketplace presence in more than 20 countries. The company is raising brand awareness by participating in major photography expos and trade shows around the world. MIOPS always puts quality and customer satisfaction first.

    www.miops.com"
Mirens,http://mirens.com/,"Mirens is a crowdsourced furniture design platform that hosts design challenges tailored for urban small-spaces. Their ""Made By You"" model looks to co-create/crowdsource furniture designs. They would collect designs from amateur and professional furniture designers, allow customers to vote for what they want, and they would manufacture and sell the designs in their online retail store. Their customers will have complete control on which products will be added into their Made By You product line.

    http://mirens.com"
Miscible,http://miscible.io,"MISCIBLE is a digital production studio that works with agencies, studios and brands to produce creative digital products, particularly immersive experiences involving virtual realty and augmented reality.

    http://miscible.io"
Mish Guru,http://www.mish.guru,"Mish Guru is a full-service storytelling suite for Snapchat and Instagram Stories that scales a brand’s content team, quickly. Over one billion Stories are created on Snapchat and Instagram every single day. Mish Guru has been helping brands like Coca-Cola, McDonald’s, and Spotify for the past four years tap into real Stories, on the channels where their audience are paying attention.

    http://www.mish.guru"
Mission 360,https://www.mission-360.com/,"Mission 360 is a highly curated, multidimensional community dedicated to empowering those seeking a stronger body, enriched spirit and expanded mind.

    www.mission-360.com"
MIWI,http://miwi.com/,"Vurze

    http://miwi.com"
Mixgar,http://mixgar.com/,"Multipass Solutions is an independent software vendor and consultancy using its broad experience in Enterprise Systems to resolve the Big Data challenges of large enterprises with a different approach: how to extract business value instead of just tackling the data analysis

    http://mixgar.com"
MK Plus,https://www.mkpl.co.jp/,"MK Plus found out that not most but indeed all of MK Plus's competitors in the flying
car industry have only achieved a few minutes of flight due to battery
problems. MK Plus's strength lies in their deep knowledge of batteries, and believe
if they successfully develop their powertrain including a new battery - Vanadium
Solid-Salt Battery, it will successfully enable MK Plus hours of continuous flight.
That battery was originally developed at Tohoku University (JAPAN) four
years ago.

    www.mkpl.co.jp"
MoBerries,http://www.moberries.com,"We founded MoBerries to revolutionize the old-fashioned recruitment business.
Our purpose is not just value creation for job seekers and employers — it is to re-shape the global labor market itself.
What job seekers do today is cast a wide net of employment applications of varying relevance. They spend countless hours formatting their CV, surfing job boards, and crafting elaborate profiles in hopes of being noticed amongst the crowd. Meanwhile, much of what human resource managers do is sifting through and screening the same candidates as their counterparts in other firms.
We wanted to stop this nonsense and allow HR managers to bypass this process by presenting them only the most fitting pre-screened candidates for their positions. At the same time we eliminated the need for candidates to keep applying.
At MoBerries, we are developing tools to navigate the bounty of choice that seems to characterize the labor market on both the supply and demand side. We are helping both sides find the signal in the noise.
There is an incredible amount of information in the 21st century job market, and MoBerries turns it into knowledge to empower all stakeholders.

    http://www.moberries.com"
MobileSoft,http://www.mobilesoft.eu,"MobileSoft is a company exclusively dedicated to developing mobile applications for Android and iOS operating systems. Currently, They are engaged in developing a custom mobile application as well as building and improving their own successful mobile applications.

    http://www.mobilesoft.eu"
Mobilyze,https://mobilyze.it/#/,"Biotron Labs develops Mobilyze to help EV charger operators maximize ROI on their infrastructure using location intelligence.
Mobilyze is ""Google Analytics for EV chargers"" - a web dashboard clients can subscribe to and get all the intelligence they need throughout the whole lifecycle of EV chargers:
1. Find suitable locations based on relevant criteria, such as EV traffic intensity, existing infrastructure, and expected demand in the near future;
2. Analyze existing locations and benchmark performance against competition;
3. Set the right pricing to attract new customers.

    mobilyze.it/#"
Mobizou,http://www.mobizou.com/,"Mobizou is a Location Based Mobile Marketing Platform geared for mid-tier Premium Retailers. Connect with your customers anytime, anywhere with fully branded mobile apps using the latest location technologies.
 

    http://www.mobizou.com"
mom.life,http://mom.life/en/,"mom.life is a free mobile app where motherly wisdom meets kindred spirits. It is a place where modern moms can meet, chat, support each other, and harness the knowledge of parents all over the internet.

    http://mom.life/en"
MoneyCarta,http://www.moneycarta.com/,"MoneyCarta puts a financial advisor in the palm of your hands. Its mobile app tells users exactly where their finances stand with one

    http://www.moneycarta.com"
Monitor Backlinks,https://monitorbacklinks.com/,"Monitor Backlinks helps business owners and marketers get better rankings in Google

    monitorbacklinks.com"
moroku,,"Banking’s boring and that’s a problem for banks and their customers: When banking’s boring there is limited loyalty and it’s hard to differentiate. For customers, whilst banking may be important its complexity and dullness keep people from paying attention and being good at it. The Moroku GameSystem is a cloud based server with a range of capabilities to make banking fun along with the integration layers and consoles to view analytics and change the rules and the content on the fly. The company makes money through a subscription service to banks and distribution agreements with some large fintechs."
Morpheos,http://www.morpheos.eu/,"Morpheos apply robotics to common interior design objects and artificial intelligence at web sites as contribution to research and innovation that can be self-sustaining and bring people closer to technology.

    http://www.morpheos.eu"
Morphotonix,http://www.morphotonix.com/,"Morphotonix protects brands against counterfeits via integrating additive-free security elements directly in molded products.

    http://www.morphotonix.com"
Moselle,https://www.moselle.io/,"Moselle is a digital platform that simplifies trade financing by reducing risks and enabling more capital for small-to-medium businesses.

    www.moselle.io"
MotionLab,http://motionlab.cz/,"Motionlab is a platform for creating personalized video in high volume. We can produce customized scenarios for every customer, leverage their historical data or consider their behavior to deliver unique personalized experience. We primary focus on the segment of clients who value interactions with their customers and who seek new innovative channels to help reach their set goals. These goals can involve increasing conversion, strengthening loyalty to the brand, increasing satisfaction and the extent of involvement. This solution primarily finds application in the following verticals:

    http://motionlab.cz"
MotorMiles,https://www.motormiles-technologies.com,www.motormiles-technologies.com
Motourismo,https://www.motourismo.com/?gclid=CjwKCAiAhc7yBRAdEiwAplGxX3wNi2M_TdTQ_4UZODVwXOdei_kKfjBNq76AYK8BD8Z5tYMdC_DwmhoCvXwQAvD_BwE,"There is a $100bn, hyper-fragmented, digitally underdeveloped market: the motorcycle industry. MOTOURISMO.com makes it digitally accessible for the first time. We started with aggregating vendors of packaged motorcycle tours, courses/trainings and shipping and will generate a GMV of about $1.5M in 2019 in the German speaking market only. In Summer 2019, we partnered with advrider.com, the largest motorcycle forum in the world (~2.5M monthly users) and start with our English language version by December, addressing a global target group of 160M motor bikers in the relevant western economies, massively increasing our business potential.

    www.motourismo.com/?gclid=CjwKCAiAhc7yBRAdEiwAplGxX3wNi2M_TdTQ_4UZODVwXOdei_kKfjBNq76AYK8BD8Z5tYMdC_DwmhoCvXwQAvD_BwE"
Movellas,https://www.movellas.com,www.movellas.com
MR Presta,http://mrpresta.com,"""Data Driven Small Business Loans! We provide working capital financing for e-commerce merchants in Latin America. Our unique credit scoring system combines traditional data sources (such as FICO equivalents) with sales data from the merchant's online platform, including revenue, customer feedback and efficiency ratios.
By automating the credit analysis and credit underwriting process, we maintain operating costs low and are able to cost effectively underwrite small ticket loans to a segment largely neglected by traditional lending institutions.""

    http://mrpresta.com"
Muapps,http://muapps.no,"GuitarGuru Technique - The oldest method in history to learn the secrets of playing an instrument is to study a mentor. GGT is based on video playback on mobile units, a great way to study music.

    http://muapps.no"
Multikausal Marketing,http://www.multikausal.com/en.html,"Multikausal multiplies marketing effects for specialists in small to mid-sized enterprises. Multikausal provides specialists like lawyers, doctors and financial advisors with unique local and supraregional (or even international) marketing benefits they could never get by spending the same amount of money by themselves.

    http://www.multikausal.com/en.html"
Multipass Solutions,http://www.multipasol.com/,"Multipass Solutions specializes in the development of enterprise content adapters that deliver structured connectivity between disparate IT technology platforms

    http://www.multipasol.com"
MultiSense,http://www.multisense.nl/,"MultiSense B.V. is a Start-Up company engaged in the industry of multibiometrics and advanced software solutions. Its unique technology merges multi-biometric factors: face and voice recognition

    http://www.multisense.nl"
Muse,http://seemuse.com,"Muse mission is to transform the lock screen into a tool of discovery and inspiration. Connect with your favorite tastemakers and brands. Muse is the first app to enable product shopping and discovery on the phone lock screen. The Muse Recommendation Engine selects the best paintings for each user using a proprietary item-to-item collaborative filtering algorithm.

    http://seemuse.com"
Music Nodes,http://musicnodes.com,"Musicnodes is a music tech company providing an all-in-one platform for music content publishers. Nodes aggregate the popular music services like Spotify, Deezer, Rdio, iTunes, YouTube, SoundCloud, and many more) into one platform

    http://musicnodes.com"
My Genomics,http://www.mygenomics.eu,"We offer the genome sequencing service and data interpretation in order to discover diseases' susceptibility and customize a personalized treatment through physicians.

    http://www.mygenomics.eu"
My Next Match,https://www.mynextmatch.com/,"MyNextMatch® is a single platform solution for communication and knowledge sharing in competitive and recreational sports. Combining a diverse range of systems currently utilized in sports information management, it creates one easily accessible location for the recording and sharing of information. The MyNextmatch platform has gained considerable interest from the sporting community, most notably from the IMMAF (International Mixed Martial Arts Federation). Recently, the IMMAF entered into a partnership with MyNextMatch that will see their 83+ members'​ countries use the platform internationally. The four key systems used by MyNextmatch Include: Digital Medical passport Event Management Tool Membership Management System (CRM) And, finally, a social networking platform. There are thousands of athletes, coaches, teams, clubs, federations that are currently using MyNextMatch platform.

    www.mynextmatch.com"
myBlix Software,http://www.myblix.de/,"Poltergeist, the largest emoji driven speed chat community and you won’t be bored any longer. With our emoji code no one can read your personal messages but you. Plus, with our new SpeedChat feature you will meet new chat partners within seconds.

    http://www.myblix.de"
MyChild,http://website.mychildnow.com/,"MYCHILD is a parent engagement and learning management system that helps Child Care Centers and Preschools to become paperless and to focus on child development. The system is composed of a web-based tool and mobile apps. Its addressable market is more than $ 1 billion in the US alone. MYCHILD already has paying clients and was recently invited to present proposals by the major chains in the country. MYCHILD is seeking $ 1

    http://website.mychildnow.com"
mymee,http://www.mymee.com/,"Our mission is to help people identify the root causes for their problems and inspire them to change the specific habits to reverse their symptoms. We call it Data Driven Coaching, and it's an innovative new way to use technology to effectively subdue the illness through behavioral change.

    http://www.mymee.com"
MyOmega System Technologies,https://www.myomegasys.com/,"Our mission is to enable people and companies to benefit from the advantages of the IoT.

    www.myomegasys.com"
MYPIO,https://www.mypio.com/de-at/,"Mypio is a telecommunications service which allows smartphone users to have a second fully fledged number on their mobile, without requiring a second SIM card, additional device or multi SIM phone. Calls use voice telephony and therefore have great quality and stability.
Mypio App is currently available in Austria and Germany and is one of the 1st Apps to offer a second Austrian and German number via App in these countries.

    www.mypio.com/de-at"
MyPostcard.com,https://www.mypostcard.com,"Use your photos, or one of our designs, to send a unique card to your family and friends from anywhere in the world! Personalize your postcard or greeting card with a personal note and send your card from our website or directly from your phone with our popular app.

    www.mypostcard.com"
MyScotty,http://www.myscotty.com,"myScotty is a platform that enables users to conveniently manage the jungle of urban mobility services on their way from A to B. In the myScotty App, users get information about available services, are able to easily register for and unlock a new service, and find and book the right vehicle to reach their goal, no matter if it is a shared car, bike or scooter, a hailed taxi, rental car or a public transport connection.

    http://www.myscotty.com"
Mysmark,http://home.mysmark.com/en/,"MySmark is an interactive marketing service for business leaders. It is relevant to CRM and marketing vendors, brands, agencies, and retailers. It is used to listen-engage-measure-publish-advertise and creates value along the consumer journey. MySmark allows marketers to monitor the consumer experience, amplify the voice of the brand fostering communities and lead sales with targeted deals and offers. MySmark human-centric design brings a cutting-edge approach to Ad-tech, sentiment analysis, market research & consumer insights, marketing automation.

    http://home.mysmark.com/en"
Navigine,https://navigine.com/,"Navigine is a global provider of integrated positioning mobile technologies that enable advanced indoor navigation and proximity solutions with over 500 client installations worldwide and over 30 public mobile and web applications. Being a comprehensive platform, Navigine is especially well-suited to support digital transformation in Retail industry, not only by providing functions to improve user experience but also ensuring highly granular offline-to-online customer attribution for seamless foot traffic monetization.

    navigine.com"
NDMAC,http://ndmac-systems.com/?page_id=22,"NDMAC are acting on a 500 b$ market -> the draft-drinks (beers, wine, cider…) for 8 million on-premise outlets in the world, which has not known a real innovation since 50 years. We want to create a new way of connected consumption, through a connected self-service draft dispenser, with ecological one-way kegs. We are in the IoT, the Foodtech and Fintech area.

    http://ndmac-systems.com/?page_id=22"
NearBytes,http://www.nearbytes.com/site/en/,"NearBytes enables today, on any smartphone currently available, applications for mobile payment, fidelity, promotion and games that will only be viable with NFC in a few years. With NearBytes patented technology, it's now possible for any Android/iOS device in the market to communicate by proximity.

    http://www.nearbytes.com/site/en"
Needle,http://www.needlehr.com,"Needle is a platform that helps employers find the right designers effectively and efficiently by rethinking the way employers choose designers. Needle removes industry language barriers by focusing on visual communication so that employers can choose designers based on their portfolios and quality of work. Its database of designers is populated automatically everyday using search engine technology that crawls the web to identify online portfolio websites.

    http://www.needlehr.com"
neopop,http://neopop.kr/,"NEOPOP, Neo Life with Puppy sells LED pet band for safe, happy outdoor life with pets

    http://neopop.kr"
Neuro Nation,https://www.neuronation.com/,"NeuroNation brain games aim to improve your working memory, which is your ability to process information quickly, make rational decisions and ignore distractions. Try to improve your mental core abilities by investing ten minutes a day.  

    www.neuronation.com"
Neuron Guard,http://www.neuronguard.com/,http://www.neuronguard.com
Newrope,https://www.newrope.biz/,"Newrope provides fashion AI such as recommendation, trend analysis, demand forecast and so on as SaaS to fashion companies.

    www.newrope.biz"
Newstag,http://www.newstag.com,"Newstag is an award-winning and innovative model for news. Their mission is to reinvent the media eco-system. The brands they work with help us to pay for the journalism and the value created is shared by all Newstag users: People, Brands, News providers, Causes & research. This makes the service free for the people, which is something we believe is democratically important.

    http://www.newstag.com"
Next Games,https://www.nextgames.com/,"Next Games is a free-to-play developer based in Helsinki, Finland. Our priority is to create compelling and easy gameplay experience.

    www.nextgames.com"
Next Lighting Experience,http://nlx.fr/en/,"Since 2007, NLX (formerly NEOLUX) specializes in the design, manufacture and marketing of innovative and functional lighting solutions for demanding professionals.
Some lighting solutions by NLX:
 	TWEENER®, an efficient and economical lighting solution for outdoor tennis facilities, winner of the Tennis Industry Association innovation competition.
VINEO®, a market-leading anti-taste LED lighting for oenologists and winemakers
CREATIVE SURFACE: LED backlight solutions for products enhancement

    http://nlx.fr/en"
Next Orbit,https://nextorbit.com/,"NextOrbit is an AI and ML enabled SaaS platform for pricing and demand prediction. NextOrbit helps Retailers, e-commerce companies and CP Brands through AI & Machine Learning to address demand planning & price optimization. NextOrbit models demand and price-elasticity for every product, and category that a Retailer/Brand carries, through an intelligent platform, helping Retailers optimize and maximize metrics that's paramount to stay ahead of the competition. From this intense analysis and deep understanding of demand and customers, NextOrbit gives Retailers the knowledge they need.

    nextorbit.com"
nextSociety,https://nextsociety.com,"nextSociety Inc., an innovative social networking tool, is built on the premise of new trends in social networking. Those are seen as 1) the movement towards fewer but more stable connections, 2) the emergence of interest-based networking and 3) the return to real relationships based on f2f interactions. For those trends nextSociety has created a product, which leverages existing social networking platforms as infrastructure. Our mission is to enable stronger relationships, more intimate personal networks and more engaged communities.

    nextsociety.com"
NGram Health,https://ngramhealth.com/,"n*gram health develops customized virtual reality experiences to improve quality of life for seniors, families, and professional caregivers. Building on proven approaches such as reminiscence, music, and pet therapy, professional caregivers guide VR experiences designed to evoke positive emotions, memories, and stories in seniors.
Sessions are analyzed to identify highlights, which are sent to families in the form of interactive timelines of key episodes in their loved one’s lives. n*gram health partners with senior care organizations (e.g. home health agencies) to serve families, and is conducting research toward the goal of becoming an FDA-approved prescription digital therapeutic.

    ngramhealth.com"
NightAdvisor,http://nightadvisor.com,http://nightadvisor.com
Nimbly,,"Nimbly is a fin-tech company seeking to create a market that enables all people to invest assets intelligently in pursuit of meaningful returns. The solutions foster a symbiotic relationship between underinvested and skilled investors, helping improve the outcome of these underinvested while strengthening the position of those skilled investors."
Noocleo,http://www.noocleo.it/,http://www.noocleo.it
Noonee,http://noonee.ch,"The Chairless Chair® a low level leg exoskeleton that solves one simple need: the need to sit after standing for long periods of time. The product's target users are factory employees who lack the means to sit because they have to be constantly standing as well as moving.

    http://noonee.ch"
Noq,http://www.thenoq.com/,"Noq is a social camera app for live moment sharing. We reinvented the sharing process. With Noq you're not just sharing a photo or video.

    http://www.thenoq.com"
Notch,https://wearnotch.com/,"Notch is a wearable motion tracker for reconstruction of motion and body structure that helps improve movement technique, increase performance and reduce risk of injuries. Notch allows affordable movement capture via wireless units which work together as a network (1-8 units) and pass data to smartphone. Notch is most advanced and affordable wearable motion tracker and also a platform that people can build apps and products on.

    wearnotch.com"
NoteFull,http://www.NoteFull.com,"""NoteFull partner with students online to complete their most critical next step to reach their dream TOEFL exam scores in a systematic, repeatable way that directly increases revenue. Partnership occurs through steady communication over tutoring sessions, online reviews, phone calls, text messages, emails, etc. Completion of their most critical next step occurs through innovative online curriculum that integrates video, text, audio, and images to provide students one-on-one help.We directly increase revenue through a system we've developed over the last 4 years to turn challenges students experience that we've learned how to overcome into new product offerings that sell.""""""

    http://www.NoteFull.com"
Notegraphy,http://notegraphy.com,"Notegraphy is a web and mobile application that rethinks the way we write and share text online. It is a new standard of quality in design that will make everything you write look better than ever. With Notegraphy, users can create beautifully formatted layouts in real-time. Be it a single word, or an entire novel, in three simple steps – write, style and share – ensuring that your text will be ‘Always Beautiful’. We have collaborated with some of the world’s best graphic designers to create exclusive pre-formatted collections for Notegraphy and then share automatically to Facebook, Twitter, Tumblr or Instagram.

    http://notegraphy.com"
NotesFirst,https://www.notesfirst.com/,"NotesFirst helps doctors and healthcare providers in emerging markets electronically document patient information at the point-of-care. NotesFirst has been deployed in fourteen countries around the world, including to UCSD’s health clinics in Tijuana and Ensenada, Mexico and throughout the De La Salle Medical System in the Philippines.

    www.notesfirst.com"
Novabricks,http://www.novabricks.com/,"Novabricks technology frees you from technical limitations. Graphically, they allow to customized applications, without code, just by assembling functional blocks.
NovaBricks is an online platform that allows anybody to create his own SaaS application without code. Nowadays, to manage Data and/or Process, using and sharing a spreadsheet is a first reflex. But when you need a more powerful and collaborating IT tool, the customized application needed is often very costly and long to wait for. With NovaBricks, you have the solution: do it yourself, easily and quickly. Assemble the bricks to create your screen layouts, computing and give right to other users. NovaBricks brings you IT agility, autonomy and facilitates your business.

    http://www.novabricks.com"
Novelistik,http://www.novelistik.com,"We have created a social space in which authors and readers can interact around the published books. At the same time, we built the perfect suite to analyze everyone's behaviour. Reviews, highlights, conversations with authors and 

    http://www.novelistik.com"
noxidoxi,http://www.noxidoxi.com/en/,"NOXIDOXI is the very first 100% Pollution Detox Skin Care. It spent 18 months on R&D to better understand how pollution and daily aggressions lead to premature ageing signs, and to develop patents + our expert product range to fight against environmental effects: It restores the cutaneous barrier, rebalance and protect cells to guarantee a healthy and younger skin all along the year. Its key differences are : 1/ to treat causes as well as consequences, 2/ to develop unique formulas, clinically proven, and 3/ to address this brand to anyone conscious of pollution impact on a very simple and fresh way.

    http://www.noxidoxi.com/en"
Nozomi,http://nozomi.pt,"Our business is focused on bringing innovation for law enforcement, military and intelligence services around the world. It is a very closed and restricted market which allows us to work at the cutting edge of technology and innovation with a small time to market and investment compared to other hi-tech markets. We recently finished our first product, an audio/video 4G server with features never seen before in the market. We also finished our accreditation for the market and are now negotiating a partner in the US that is on the GSA schedule to facilitate sales in the USA.

    http://nozomi.pt"
Nutri Ventures,http://nutri-ventures.com,"Nutri Ventures is the first worldwide digital media brand that promotes healthy food to children. It's built 1) an animation series already sold to 21+ territories and with top television ratings (Spanish Disney Channel grew ratings +4.3%) 2) A virtual world where kids experience their heroes' lives. By collecting Nutri coins, they gain access to 7 different kingdoms, each with their own unique games. There's also a YouTube channel that features original music, and it's garnered 1M+ unique viewers. We've established partnerships with the WHO and supermarkets such as WalMart in Brazil. Website: www.nutri-ventures.com Twitter: @NutriVentures

    http://nutri-ventures.com"
Okinlab,http://okinlab.com,http://okinlab.com
Okkam,http://okkam.it,"OKKAM builds entity-centric solutions for its customers. The main product lines are: DATALINKS: through its innovative data linkage service, based on its core technology called Entity Name System and its entity matching methods, OKKAM helps people and companies to add value to the information they have about relevant business entities (customers, suppliers, locations, products, events, etc.) and on top to develop value-added services like: answering complex queries, big data analytics, browsing; OBJECTLINKS: through its new platform for linking data and services to different types of tags (QR codes, RFID tags, etc.), OKKAM helps customers to stick value-added services to physical objects in different business domains (public transport, tourism, news and media, food & drinks, etc.).

    http://okkam.it"
OKsystem,http://www.oksystem.com/us/,"OKsystem is looking to build it's US presence in NYC by tapping into the local technology talent pool. OKsystem is an established European software company and is the first to market with a very unique family of security products in the very progressive mobile world. As many large companies continues to transition to mobile platforms

    http://www.oksystem.com/us"
Olive Healthcare,http://www.olive-hc.com/,"In March 2016, Olive Healthcare Inc. was established on the innovative technology and ideas to give people a better quality of live. Their expert teams design wellness device and medical diagnostic device for people to easily manage their health and prevent diseases.Value to customers
Olive Healthcare focuses on the research to discover new biomarkers and health index to be used in medical diagnosis field. They will also be used in Olive Healthcare's personal healthcare products to help individuals care and monitor their health more easily.

    http://www.olive-hc.com"
OMGwhen,http://omgwhen.com/,http://omgwhen.com
OncoEffective,http://www.venturelab.ch/index.cfm?page=133066&profil_id=6772&backpage=133065,"It is currently not possible to know ahead of chemotherapy which treatment is the best for a specific cancer patient without trial and error. OncoEffective removes uncertainty and provides a quick treatment recommendation.
""""""

    http://www.venturelab.ch/index.cfm?page=133066&profil_id=6772&backpage=133065"
Ondeso,https://www.ondeso.com,"We develop innovative and holistic solutions for the operation, management and protection of IT-components in OT-infrastructures. Driven by our creativity and business mindset we constantly deliver solutions that perfectly tie into their OT environment. On the way forward, we are ready and willing to break boundaries. We combine state-of-the-art technologies with best in class people in order meet the highest quality standards. This is what we stand for – Industrial IT made in Germany.

    www.ondeso.com"
ONDEWO,http://www.ondewo.com,"Ondewo offers a highly customizable conversational AI platform. Based on natural language, the algorithm learns from each client’s specific use case, which leads to unique user experience. They intend to shift towards a license-based business model and become the ""SAP of Conversational AI"" with a strong network of resellers and IT integration partners that are able to use our conversational AI platform to create value for their clients.

    http://www.ondewo.com"
ONE ACT,http://oneact.jp,"Innovative platform PieceX is a web platform that distributes the components of the source code globally. In system development, a 90% reduction in development cost, a 95% reduction in development time, and the realization of world-quality development simultaneously will bring about a paradigm shift. Buyers get instant access to unprecedented, high-quality business code, enabling them to launch new businesses the same day. Sellers can make money from many customers with a single code, something they couldn't do before.・AIPrice control of high-tech products is difficult. Developers have been struggling with source code and software costs for decades. PieceX is continuously updated with technology trends and is equipped with AI technology to maximize sales and maintain profit margins. The AI system manages prices to provide fair prices and optimize sellers' income. AI pricing benefits both buyers and sellers. Buyers always get a fair price and sellers get the highest profit for an item. PieceX-AI is also constantly innovating to create smarter systems such as security, recommendations, and optimized user experience.

    http://oneact.jp"
Onedrop Diagnostics,https://1dropdiagnostics.com,1dropdiagnostics.com
OnePageCRM,https://www.onepagecrm.com/,"OnePage is a web-based sales app that produces amazing results. It combines a proven sales methodology with the elements of CRM to greatly increase sales. We call it ""Persistent focus on sales actions"", and it means you’ll never drop the ball with a prospect again!

    www.onepagecrm.com"
