"Company Name","Location","Status","Company Contact","Company Contact Title","Primary Sector","Primary Sub-Sector","Primary Focus","Primary Target/Tech/Product","Secondary Sector","Secondary Sub-Sector","Secondary Focus","Secondary Target/Tech/Product","Description","Problem","Solution","Tags","URL","QFC Awardee","Blue Knight","Site Head"
"Prominex","JLABS @ San Diego (San Diego)","Alumni","","","Pharmaceuticals","Infectious Diseases","Bacterial Infections",,,,,,"First molecular technology to be able to deliver an accurate result in less than 5 minutes direct from a patient sample without the need for laboratory manipulation.","Current molecular clinical diagnostic tests  for infectious diseases are complex and  take hours or days to deliver a result, prolonging the prescribing of life saving therapies including the appropriate antibiotic.","First molecular technology to be able to deliver an accurate result in less than 5 minutes direct from a patient sample without the need for laboratory manipulation. Method is low cost, easy to use and can detect single or panels of organisms simultaneously including syndromic panels for blood stream infections and respiratory diseases. The technology is also ideally suited for complex genetic testing useful in a wide variety of diseases including cancer detection.","Diagnostic, Molecular Diagnostics, PoC, Antibiotic, STD, BSIs, C. Difficile, Tuberculosis, HIV, GPH","https://jnjinnovation.com/JLABSNavigator/company/Prominex","No","No",""
"Protego Biopharma","JLABS @ San Diego (San Diego)","Alumni","","","Pharmaceuticals","Neuroscience","Alzheimer's Disease",,"Pharmaceuticals","Lung Cancer Initiative","Understand Disease Biology",,"The chaperone company: targeting protein misfolding diseases using pharmacological chaperones.","Proteins are the workhorse of biological functions and protein structural integrity is essential to such functions. Protein misfolding can happen due to genetic mutations or factors related to aging and stress (such as cellular trafficking and clearance). Loss-of-biological function and gain-of-toxicity commonly accompany protein misfolding, leading to a wide range of devastating diseases affecting the nervous system, the heart, the kidney, the eyes, and many more. Development of therapeutics targeting protein misfolding diseases over the last few decades has been strenuous with very limited success. This is to a large extend caused by a shortage of validated molecular targets, confounded by the lack of accurate and specific early diagnosis.","Protego has identified molecular targets that directly impact disease progression for a number of rare diseases associated with protein misfolding. In addition, we are developing accurate and specific early diagnostics to identify patients who are most likely to benefit from disease-modifying therapeutics. By simultaneously addressing both problems in targeting protein misfolding diseases, Protego aims to develop safe and efficacious therapeutics and deliver them to the right patients.","Amyloid, ER Stress, Pharmacological chaperones, Protein Folding, Protein Misfolding, Rare Disease, Small Molecule Therapeutics, cardiomyopathy","https://jnjinnovation.com/JLABSNavigator/company/Protego_Biopharma","Yes","No",""
"ProteinQure","JLABS @ Toronto (Toronto)","Current Resident","","","Pharmaceuticals","Other (Pharmaceuticals)","machine learning algorithms",,"Pharmaceuticals","Oncology","machine learning algorithms",,"ProteinQure is a computational platform combining machine learning and high performance computing algorithms to perform structure-based drug design for the development of peptide based therapeutics.","Design of protein based therapeutics is a challenging task in drug discovery, often made more difficult by low data availability and limited structural information on targets. Successful incorporation of multiple favorable features within a single molecule (e.g. affinity, solubility, stability, etc.) remains elusive and often accounts for the failure of a therapeutic at later stages in development.","ProteinQure leverages physics-based methods and novel machine learning algorithms to tackle ""undruggable"" targets, design de novo protein therapeutics, generate target focused and target agnostic libraries, and apply multi-property optimization to lead compounds.","Peptides, biologics, Therapeutics, RNAi, Delivery, Peptide Drug Conjugate, Structure based design, Multi-property Optimization, Library design, Protein design, Machine learning, Computational Methods","https://jnjinnovation.com/JLABSNavigator/company/ProteinQure","No","No",""
"ProteoFormiX","JLABS @ BE (Beerse, Belgium)","Alumni","","","Pharmaceuticals","Discovery, Product Development and Supply","Platform","Biomarker","Pharmaceuticals","Neuroscience",,,"Translational biomarker discovery platform directly from clinical samples by innovative top-down high-resolution mass spectrometry. ProteoFormiX' unique mass spectrometry histochemistry technology localizes and identifies relevant biomarker candidates in situ on histological sections of stably fixed paraffin embedded clinical tissues, directly integrating data with all available pathologists' documentation.","Even with the immense expansion of all the medical intelligence of today, a high medical need remains for biomarker molecules essential for novel drug discovery and diagnostic development. This holds especially true for diseases like certain cancers and neurodegenerative disorders which today can only be clearly diagnosed too late, i.e. by histopathological examination of patients' tissue.","ProteoFormiX developed mass spectrometry histochemistry (MSHC), a sophisticated analytical technology which combines imaging with molecular characterization of endogenous secretory peptides (very small proteins) directly on histological sections. Whereas the competition focuses on frozen tissues (cryosections), ProteoFormiX’ MSHC is unique in that it is optimized for formaldehyde-fixed, paraffin-embedded (FFPE) clinical tissue. Well documented FFPE samples are plentifully available in hospital biobanks all over the globe, or routinely produced in pharmaceutical and biomedical research institutes worldwide.","Biomarker Discovery, Cancer, Histology, Mass Spectrometry, Neurodegeneration, Neuroscience, Oncology, Proteins, Proteoforms, Secretory Peptides","https://jnjinnovation.com/JLABSNavigator/company/ProteoFormiX","No","No",""
"Protinhi Therapeutics","JLABS @ BE (Beerse, Belgium)","Current Resident","","","Pharmaceuticals","Global Public Health","Dengue",,"Pharmaceuticals","Infectious Diseases","Dengue",,"Protinhi develops broad-spectrum antivirals for therapeutic and prophylactic use against viral diseases with a high unmet medical need and will develop these until a positive phase 2 clinical trial and then outlicense the technology.","Virus families such as Coronaviradae and Flaviviridae pose severe global health threats causing  significant morbidity and mortality.  The current COVID-19 pandemic is the latest example on that,  with an unprecedented economic impact. Dengue and Zika give  additional challenges on the global health care system. The geographic distribution of dengue has expanded globally in the  past 5 decades. The WHO estimates 390 million infections each  year of which 100 million should be treated, however as no vaccine nor treatment is available, only symptom treatment can be applied. The COVID-19 pandemic shows these problems exist  for all newly arising viruses with a pandemic threat. Vaccine development can only start after the virus has started its damage to the economies at stake. As such, there is a huge unmet medical need to be able to treat early with broad-spectrum  antivirals.","The design and synthesis of Protinhi’s peptidomimetic compound library builds on the detailed molecular and structural knowledge of proteases-of-interest and related host proteases using a proprietary platform technology and in house know-how. This approach ensures not only targeted affinity to proteases-of-interest but also the design of compounds with oligopeptide sequences displaying much higher affinity for the  active site on viral proteases (superior/leading efficacy) than for that of related host proteases. This guarantees specificity and selectivity of the resulting viral protease inhibitors without any significant inhibition of human (host) proteases (superior safety). Moreover, such compound-design knowhow further enables us to construct broad-spectrum antiviral compounds which target the proteases highly conserved among the viruses in the same family. This represents the potential that one compound inhibits the viruses from one family. Our compounds have secured patents and preliminary searches indicate no conflicting patent issues are expected.","Antiviral, Coronaviruses, Drug Discovery, Flaviviruses, Prophylactic, Protease Inhibitors, Proteases, Small Molecule Therapeutic, Peptidomimetics, Broad-Spectrum Antivirals, Pandemic Preparedness, Flaviviradae, Coronaviradae, Drug Development, Prophylaxis","https://jnjinnovation.com/JLABSNavigator/company/Protinhi_Therapeutics","No","Yes",""
"Protocol Intelligence","JLABS @ San Diego (San Diego)","Alumni","","","Pharmaceuticals","Oncology","Hematologic Malignancies",,"Pharmaceuticals","Data Science","Predicting patient response to various cancer treatments",,"Development of software designed to predict the evolution of the drug resistant subpopulations of cancer cells during treatment.","Myeloma Multi-Drug Resistance.  Over 14 agents are effective against myeloma, with many more in development, yet all (including immunotherapies) over time encounter resistance in most patients under current protocols. Oncologists cannot reliably predict or avoid the emergence of drug resistance in individual patients with current “personalized medicine” strategies because they don’t predict cancer time evolution. Detecting myeloma early can be helpful, but optimizing the selection, timing, and sequencing of drugs (including early treatment when warranted) to avoid or substantially delay multi-drug resistance can substantially improve patient outcomes regardless of diagnosis timing. This requires reliably modeling the evolution of the resistant subpopulations in each patient, which is especially challenging as patients relapse and build complex treatment histories. Recent advances in genomic sequencing, artificial intelligence, biomarker diagnostics, and cancer research have opened this possibility.","Patent-Pending Decision Support Software for Personalized Myeloma Treatment. Using artificial intelligence, cancer science, detailed mathematical models of myeloma evolution, and genomic and other data from myeloma patients, Protocol Intelligence is building software that trains itself with clinical tumor measurements and predicts the evolution of drug-resistant cancer subpopulations to dynamically advise treatment, minimize the likelihood of multi-drug resistance, and extend the life of each patient. The company is training its prototype system with retrospective patient data from the Dana-Farber Cancer Institute, the University of Arkansas for Medical Sciences Myeloma Center, and the Multiple Myeloma Research Foundation (multiple sites worldwide). The company is currently planning prospective studies and will seek FDA approval for its software as a medical device. Our clinical service will incorporate this device as cloud-based software integrated with human data curation and companion diagnostic coordination. The initial product will predict the time response of each patient to standard treatments. The follow-on product will predict and dynamically optimize personalized protocols.","MM, Myeloma, Precision Medicine, Precision Oncology, AI, Machine Learning, Multi-drug Resistance","https://jnjinnovation.com/JLABSNavigator/company/Protocol_Intelligence","No","No",""
"Providence Therapeutics","JLABS @ Toronto (Toronto)","Alumni","","","Pharmaceuticals","Oncology","Platform","RNA",,,,,"lipid formulation of mrna vaccine.","Ovarian, Breast and GBM cancers","It is a personalized cancer vaccine","Oncology, RNA Vaccine, Brain Cancer, COVID-19","https://jnjinnovation.com/JLABSNavigator/company/Providence_Therapeutics","No","No",""
"Proxima Clinical Research","JLABS @ TMC (Houston)","Current Resident","","","Pharmaceuticals","Other (Pharmaceuticals)","CRO",,"MedTech","Other (MedTech)","CRO",,"Proxima has partnered with the Texas Medical Center to offer cost effective strategic clinical services.","Proxima differentiates from other clinical services companies by filling a gap for smaller medical device and emerging therapeutic companies. The majority of these companies lack the manpower and clinical expertise to test their products in a clinical setting.","Proxima has partnered with the Texas Medical Center to offer cost effective strategic clinical services. Through our unique relationship with the worlds largest medical center and other embedded partners, we provide flexible, agile solutions for small emerging companies","Biologics, Cardiology, Clinical Research, Clinical Trials, Medical Device, Medical Monitoring, Oncology, Pharmaceuticals","https://jnjinnovation.com/JLABSNavigator/company/Proxima_Clinical_Research","No","No",""
"Purissima","JLABS @ SSF (South San Francisco)","Alumni","","","Consumer","Self Care","Pain Care",,,,,,"Purissima will be producing cannabinoid therapeutics from microorganisms, not plants. The platform will not only be highly scalable, low cost and reliable, but it has also been proven at large scale.","Access to plant derived therapeutics and biopharmaceuticals is hampered by a lack of API grade product, high costs of production, lack of scalability and supply that is threatened by climate change and shrinking natural diversity. Our platform enables production of a wide range of health and wellness ingredients, at scale and at affordable economics. We’re elevating nature’s original biological factories to a new level and realizing the therapeutic potential of pure, naturally-produced ingredients. And we’re working with global brands to turn these compounds into powerful biotherapeutics for a wide range of personal care, nutritional and pharmaceutical products.","Starting with the earliest forms of life found on the planet, we evolve microorganisms to manufacture healthy ingredients and formulations efficiently and sustainably. Our game-changing platform reimagines the current plant-ingredient supply chain by enabling the production of high-demand compounds currently derived from finite plant sources. Our turnkey supply of high-value ingredients eliminates costly and unpredictable agricultural inputs, giving product formulators and retailers a high-quality, commercial supply of affordable and accessible healthy living ingredients, at unmatched scale and purity.","Chronic Pain","https://jnjinnovation.com/JLABSNavigator/company/Purissima","No","No",""
"PYC Therapeutics","JLABS @ San Diego (San Diego)","Alumni","","","Pharmaceuticals","CVMRPH","Retinal Diseases",,,,,,"PYC is an RNA therapeutics company combining two complementary platform technologies?precision RNA therapeutic design and proprietary drug delivery based on a library of naturally derived delivery peptides?to develop a new generation of RNA therapeutics called PPMOs to change the lives of patients with inherited diseases.","RNA therapeutics have immense potential to address the underlying drivers of a range of diseases, however
ongoing success has been impeded by inefficient delivery inside cells as well as dose-limiting toxicity.","PYC’s solution is to design a new generation of RNA therapeutics to overcome both the delivery and the dose-limiting toxicity challenges. We overcome the delivery challenge by leveraging our proprietary library of naturally derived delivery peptides, taking advantage of nature’s solution to safely interact with human cells. We overcome the dose-limiting toxicity challenge by designing the latest generation chemistry of antisense oligos called PMOs—clinically and commercially validated molecules that are safer and more durable than other antisense oligo approaches due to the PMO’s neutral backbone. Our final therapeutic brings together a specifically chosen delivery peptide from our library with our designed PMO to form a PPMO therapeutic.","","https://jnjinnovation.com/JLABSNavigator/company/PYC_Therapeutics","No","No",""
"Q1.6","JLABS @ BE (Beerse, Belgium)","Current Resident","","","Pharmaceuticals","Data Science","Technology Platform",,,,,,"Developing the Q platform to improve patient engagement and capture more and more accurate data, by combining multiple data streams and multiple communication channels for large pharma and medical device companies. 1. Keeping patients engaged in medical therapy and clinical studies by interacting through micro moments. 2. Collecting high quality data and combining data streams at lower cost for health care professionals.","Keeping patients engaged in medical therapy and clinical studies by interacting through micro moments. Collecting high quality data and combining data streams at lower cost for health care professionals.","We split complex interactions into micro-moment communications. We make the interactions personalized and hyper-relevant using a dynamic decision tree, that adapts the interaction with the patient to their situation. With less effort we get more data, more quickly, more reliably and of a better quality.","AI, AI-Artificial Intelligence, Biosensors, Clinical Research, Digital Diagnostic, Digital Health, Digital Therapeutic, Digital Therapeutics, Health Tech, Heart Failure, Immunology, Infectious Disease, Machine Learning, Neurology, Neuroscience, Patient Adherence, Patient Engagement, Patient Reported Outcomes, Platform/Research Tool, Respiratory Infections, Sensor, Sensor Solution, Sensors, Virtual Clinical Trials, Wearable, Wearable Technology, Wearables, Wireless Sensors, Wound Closure","https://jnjinnovation.com/JLABSNavigator/company/Q1.6","No","No",""
"Qentoros Inc","Virtual (Virtual), JLABS @ Washington, DC (Washington, D.C.)","Current Resident","","","Pharmaceuticals","Infectious Diseases","Bacterial Infections",,"MedTech","Orthopaedics","Biomaterials",,"Our company is developing a novel biologic derived from platelet-rich plasma, termed BIO-PLY, that combats bacterial biofilms and dampens inflammation.","We are observing an alarming increase in the rate of antibiotic resistant bacteria.  In fact, it is projected that by the year 2050, 10 million patients will die from antibiotic resistant infections. Making matters worse is the discovery that biofilms, a community of bacteria encased in an extracellular matrix, account for up to 65 percent of infections.  Biofilms are tolerant to antibiotics and persist in the body despite treatment, leading to the development of more resistant bacteria.  In addition, biofilms are associated with chronic infections that cause lasting tissue damage even when the infection is finally cleared from the body.  Unfortunately, no antibiotic currently on the market combats bacteria within biofilms. Therefore, treatment of these infections requires invasive procedures like surgery to clear the infections. These problems have left a hole where ambitious research is required to discover and develop new antibiotics that fight antibiotic resistance and biofilm-forming bacteria. 

One key example is periprosthetic joint infection.  It is well-recognized that most orthopedic infections are caused by biofilm-forming bacteria and are extremely difficult to treat.  Therefore, orthopedic infections are a major area of unmet clinical need. Periprosthetic joint infections (PJIs) are the most common complication following total joint arthroplasty (TJAs). Unfortunately, due to the presence of biofilms, treatment requires prolonged, high-dose antibiotic therapy coupled with aggressive surgical lavage and debridement.  Nevertheless, treatment only succeeds in about half of patients leading to more surgeries, amputation, joint fusion, or death. Exacerbating this issue is the fact that the number of TJAs for knees and hips is only expected to rise, reaching nearly four million per year by 2030 and resulting in more projected PJIs.  As no treatment is currently available for PJI, a new product that combats biofilm-forming bacteria could be especially transformative.","We have developed a novel biologic derived from platelet-rich plasma, termed BIO-PLY, that combats bacteria using a multimodal approach.  Firstly, BIO-PLY is directly antibacterial against both antibiotic-resistant and biofilm-forming bacteria.  Secondly, BIO-PLY balances the host immune response to improve bacterial clearance while dampening exuberant inflammation.  Lastly, BIO-PLY improves tissue healing by promoting tissue regeneration.  BIO-PLY is a platform technology that combats infections unable to be cleared by traditional antibiotic therapies.  In doing so, BIO-PLY provides physicians with a novel treatment option that succeeds when antibiotics fail.

We began developing BIO-PLY to combat orthopedic infections where biofilm-forming bacteria are a well-established aspect of the pathophysiology.  In the area of periprosthetic joint infections (PJI) following total joint arthroplasty (TJA), we have shown that BIO-PLY combats the biofilms that form in synovial fluid, synovial tissue, and on orthopedic implant material.  We have also shown that BIO-PLY is capable of combating both antibiotic-susceptible and -resistant bacteria.  However, BIO-PLY does more than fight bacteria.  In our preclinical data, we have shown that BIO-PLY decreases neutrophilic inflammation and increases neutrophil-mediated killing of biofilms.  In addition, BIO-PLY dampens synovial tissue inflammation and promotes cartilage health in a non-implant associated joint infection.  When an implant is introduced, BIO-PLY can aid in osseointegration and protect the underlying bone from infection and inflammation.  In doing so, BIO-PLY provides results that surpass any treatment available leading to a truly transformative option for orthopedic surgeons dealing with PJIs post-TJA.","antibacterial, antibiofilm, immunomodulation, anti-inflammatory, regenerative, orthopedic infections, osteoarthritis, bone and joint infections, skin and soft tissue infections, wounds","https://jnjinnovation.com/JLABSNavigator/company/Qentoros_Inc","No","No",""
"Qing Bile Therapeutics","JLABS @ Toronto (Toronto)","Alumni","","","Pharmaceuticals","CVMRPH","Small Molecule Therapeutic",,"Pharmaceuticals","Immunology","Gastroenterology",,"Develop Tetrahydroxylated bile acids (THBA) as highly effective bile acid therapies for people suffering from liver and GI diseases.","Cholestatic liver diseases such as Progressive Familial Intrahepatic Cholestasis (PFIC) and Primary Sclerosing Cholangitis (PSC) currently have no cure nor are there effective medicines that can properly treat the diseases. Based on our studies of the Bsep KO mice model, mice treated with tetrahydroxylated bile acids (THBA) were able to live a normal life span.","Tetrahydroxylated bile acids (THBA) are characterized by their low toxicity, ability to stimulate bile flow and effectiveness in the treatment of cholestatic diseases. Due to its low toxicity, THBA may be used at much higher doses in aggressive treatments with minimal side effects. THBA stimulates bile flow and promotes liver detoxification.","Liver Disease, Drug Discovery, NASH","https://jnjinnovation.com/JLABSNavigator/company/Qing_Bile_Therapeutics","No","No",""
"Qlibrium (fka Cam Med Inc.)","JLABS @ M2D2 (Lowell, MA)","Alumni","","","MedTech","Surgery","Drug Delivery",,,,,,"Qlibrium™ is revolutionizing on body delivery systems by starting with the patient experience.","Today’s on-body delivery systems (OBDS) promise solutions that improve the user experience and increase compliance. However, current systems integrate unnecessary bulk into a single wearable device that the user is required to wear on their bodies. As a result, many, if not all, of the current systems appear nearly identical and provide an unfriendly user experience, because they are obtrusive and don’t allow for a discreet wearable experience. This complicated, uncomfortable approach stands in the way of patient acceptance and contributes to low compliance. The QLib OBDS platform addresses this significant problem head-on by removing the bulk allowing for the wearable pump to be worn for minutes or days in total comfort. The key to compliance is patient acceptance.","Qlibrium innovates on-body delivery systems (OBDS) for both patients and pharmaceutical companies with the first electrochemical and microfluidic technology platform that is ultra slim, simple to use, and designed to complement the pharmaceutical pipelines of today and tomorrow.  Qlibrium’s innovations put the patient experience front and center with an on-body delivery system that is over 40% thinner than the leading wearable at just 8 millimeters thin. It applies with a simple click, and meets patients’ need for ease of use and livability.  The Qlibrium platform also meets the needs of our pharmaceutical partners by seamlessly integrating into standard fill-finish and sterilization processes with a slim, wearable form factor that creates user acceptance and improves compliance.","Wearables, Drug Delivery, Wearables, Microfluidics, Electrochemistry, Long-Acting Delivery","https://jnjinnovation.com/JLABSNavigator/company/Qlibrium_%28fka_Cam_Med_Inc.%29","No","No",""
"Qopnium","Virtual (Virtual)","Alumni","","","MedTech","Cardiovascular & Specialty Solutions","Cardiology",,"Consumer","Digital Health","Sensors",,"Qopnium NV has developed FibriCheck the world?s only medically certified app capable of detecting atrial fibrillation and other heart rhythm disorders, thereby preventing strokes using only a smartphone or smartwatch.","Atrial Fibrillation (AFib) is the most common arrhythmia causing over 350,000 strokes yearly in Europe.  Early detection is challenging because there are often no symptoms and AFib episodes occur irregularly.  Regular doctor visits and expensive, uncomfortable hardware are required to diagnose the condition.  Scientific studies though have proven that over 75% of AFib-related strokes can be prevented by early diagnoses and treatment. As such, early detection is of vital importance and will substantially contribute to reducing the financial pressure on healthcare systems in the EU and beyond.","At Qompium, we developed FibriCheck: an innovative way to frequently and repeatedly measure the heart rhythm and detect AFib using only regular smartphones or smartwatches. FibriCheck uses the built-in photoplethysmographic (PPG) sensors commonly found in smartphones and smartwatches to measure the rhythm of the user’s heartbeat. Employing patented algorithms together with an artificially intelligent deep neural network, FibriCheck detects the presence of atrial fibrillation and other potentially fatal cardiac arrhythmias. FibriCheck is not limited to spot checks, but can process and diagnose arrhythmias on continuous optical signals derived from smartwatches and wearables as well. All this data contributes to longitudinal information that provides valuable insights to optimize therapy and enhance drug development. By decentralizing the diagnostic process, FibriCheck is thus paving the way for broader access to effective care for individuals while dramatically reducing the total cost of healthcare for governments and insurers.","Atrial Fibrillation, Sensor, Health Tech, Digital Therapeutics","https://jnjinnovation.com/JLABSNavigator/company/Qopnium","Yes","No",""
"Quadriga BioSciences","JLABS @ SSF (South San Francisco)","Alumni","","","Pharmaceuticals","Oncology","Colorectal Cancer",,,,,,"Quadriga BioSciences, Inc. is a privately-held pharmaceutical company developing proprietary targeted cancer therapies. Our technology is based on the discovery that many aggressive forms of cancer cells over-express certain unique amino acid transporters on their cell surfaces for the intake of nutrients to support rapid tumor growth and proliferation. Exploiting this biology, Quadriga is developing novel targeted molecules against cancer cells that over-express these transporters. Our mission is to develop safer and more effective treatments for patients with cancer.","Cancer cells find many ways to get around traditional chemotherapeutics by pumping them back out of the cancer cells. Quadriga is looking to find small molecules that the cells are tricked into thinking they are amino acids and thus important for survival.","These small molecules are designed to be preferentially taken up by specific amino acid transporters that are overexpressed on many types of cancer cell surfaces. While cancer cells recognize these molecules as “amino acids” and are rapidly taken up due to their need for protein synthesis and proliferation, the active moiety of these small molecules is cytotoxic. Because of the targeted mode of entry into cancer cells, and the clinically proven mechanism of the cytotoxic moiety of the molecules, the Company expects this novel approach to provide a much-improved therapeutic index in the treatment of cancer.
The Company has developed a series of potential clinical candidates that have demonstrated to be effective in inhibiting tumor growth and achieving tumor regression in well-established animal models. The Company has entered into a joint venture (JV) to develop our molecules for regional rights in certain Asian countries. IND-enabling studies are ongoing for its lead molecule and the Company is expecting to enter phase I clinical testing next year in both Asia and in the US.","Small Molecule Therapeutic","https://jnjinnovation.com/JLABSNavigator/company/Quadriga_BioSciences","No","No",""
"Quince Therapeutics (FKA Cortexyme)","JLABS @ SSF (South San Francisco)","Alumni","","","Pharmaceuticals","Neuroscience","Alzheimer's Disease",,,,,,"Cortexyme has identified a new target for treatment of Alzheimer?s and other neurodegenerative disorders, based on the discovery of toxic bacterial proteases in diseased brain tissue.","The cause of Alzheimer’s disease remains unknown. While most researchers in the field continue to focus on beta amyloid as the primary target for treatment, the failure of at least thirty major clinical trials targeting beta amyloid indicates that new approaches are desperately needed to address this $10 billion per year unmet market.","Cortexyme is developing new therapeutics based on the discovery of a pathogen in the brain and cerebral spinal fluid of Alzheimer’s patients. Exposure to the bacteria and its secreted proteases is known to cause chronic degeneration in a variety of tissues and has been associated in epidemiologic studies with cognitive decline and Alzheimer’s.

Peripheral infection of the bacteria in animal models causes a cognitive dysfunction, neurodegeneration, induction of beta amyloid, and neuroinflammation. 

Cortexyme developed a proprietary small molecule library to target this pathogen and began Phase I clinical studies in December 2017.","Alzheimer, Small Molecule, COVID-19","https://jnjinnovation.com/JLABSNavigator/company/Quince_Therapeutics_%28FKA_Cortexyme%29","No","No",""
"QurAlis","JLABS @ LabCentral (Cambridge, MA)","Alumni","","","Pharmaceuticals","Neuroscience","Amyotrophic Lateral Sclerosis",,,,,,"Neuroscience ALS.","Recent insights from genetics and new biomarkers show that ALS is not one disease, but a spectrum of disorders with varying underlying mechanisms. Like cancer, each ALS subtype needs to be treated with precision therapies. QurAlis was founded to leverage these emerging insights and new stem cell and electrophysiology technologies in order to address its mission of curing ALS through the development of oral drugs.","-QurAlis is pursuing a novel target for autophagy. -QurAlis has an exclusive license to the Q-State Biosciences stem cell and Optopatch platform which enables discovery and development.  -QurAlis has proprietary chemistry for the two drug programs with open IP space.   QurAlis was founded by Harvard professors, and ALS and stem cell pioneers, Dr. Kevin Eggan and Dr. Clifford Woolf, along with Jonathan Fleming, CEO of Q-State Biosciences, and QurAlis’s CEO, Dr. Kasper Roet. The company has a strong management team which includes rare disease specialist Dan Elbaum (CSO) and the famous drug hunter Manuel Navia and a world class international scientific advisory board.","ALS, Precision Medicine, Neurodegeneration, Stem Cell, Autophagy, ASO, COVID-19","https://jnjinnovation.com/JLABSNavigator/company/QurAlis","No","No",""
"Qurcan Therapeutics Inc. fka Nanology Inc.","JLABS @ Toronto (Toronto)","Current Resident","","","Pharmaceuticals","Oncology","Solid Tumor Targeted Therapy",,"Pharmaceuticals","Neuroscience","Platform","Tumor Detection and Treatment Technology","QurCan Therapeutics is a biotech company, developing a novel nanoparticle platform that solves the problem of CNS and tissue-specific delivery of therapeutics (RNAs, peptides, small molecules) to address major unmet needs in cancer and CNS disorders.","Tissue-specific delivery of therapeutics is still one of the major unsolved problem in pharmaceutical industry, particularly for brain indication. Due to the blood-brain barrier (BBB), accessing the CNS continues to be one of the fundamental challenges in treating CNS diseases, and there has been little success except for a few small, lipophilic molecules. Approximately 98% of small molecule and nearly all large molecule drugs cannot enter the brain.
In oncology, Tumor hypoxia (lack of oxygen) in solid cancers is also one of the main challenges in cancer therapy. Hypoxia causes rapid growth, invasion, immune suppression and evasion, metastases, and resistance to radiotherapy, chemotherapy, and immunotherapy.","QurCan has engineered the next-generation nanoparticle drug delivery platform (TERP) which overcomes the limitation of immunogenicity and liver accumulation faced by existing lipid-based-nanoparticles (LNPs), while offering advantages of antibody-guided targeted delivery and active transportation across the BBB with excellent safety profile. 
With a novel, hybrid polymer-lipid surface chemistry, TERP enables extra-hepatic delivery and accumulation of therapeutics at the disease sites, including those in the brain.
QurCan Tx pursues co-development/out-licensing opportunities globally to develop novel products (in-vivo CAR-T/NK therapy, mRNA.siRNA,  and CRISPR/Cas) enabled by our TERP nanoparticle platform and address major unmet needs for the treatment of cancer and CNS diseases. 
QurCan TX has also two cancer therapeutic assets in pipeline: 
1) A first-in-class, TERP-enabled agent (T-MX),  nanomedicine that is highly effective against treatment-resistant solid tumor cancers combined with standard-of-care cancer treatments. T-MX is on the cusp of IND and prepared for launch into phase 1 clinical trial by H1-2022. 
2) A best-in-class TERP-enabled Trastuzumab that is designed for treatment of advanced breast cancer with brain metastasis.","Oncology, Radiation Oncology, Tumor Microenvironment","https://jnjinnovation.com/JLABSNavigator/company/Qurcan_Therapeutics_Inc._fka_Nanology_Inc.","No","No",""
"Qure.ai Technologies Pvt Ltd","JLABS @ Shanghai (Shanghai)","Current Resident","","","MedTech","Cardiovascular & Specialty Solutions","Neurovascular",,,,,,"Qure.ai is an artificial intelligence-driven diagnostics company providing software solutions for automated reading and analysis of radiological/medical images, including X-rays and CT scans.","The global increase in medical imaging data coupled with an acute radiology shortage poses a serious concern of misdiagnosis as well as missed diagnosis. This is an even bigger challenge for last-mile delivery of care. Chest X-rays and CTs contain vital information and early signs of critical illnesses like lung cancers and heart failures that are often overlooked by radiologists. This causes unnecessary delays in diagnosis and treatment, ultimately leading to poor patient outcomes and deaths.","Our solutions leverage artificial intelligence (AI) to process X-Rays and CTs taken for various reasons across the medical ecosystem. AI can screen these scans and flag them for several radiological findings within minutes to aid radiologists by providing pre-read assistance, reducing reporting errors/missed diagnosis, reducing turnaround time and workload, improving decision-making, and positively affecting patient outcomes even in resource constraint settings. 

Qure.ai offers a suite of comprehensive AI-based tools on its proprietary platform, Qure App, to opportunistically screen every medical image taken for multiple findings to help catch critical illnesses like lung cancers and heart failures early and incidentally, monitor them extensively and enable effective care coordination amongst various stakeholders.","AI, medical imaging, health tech, lung cancer, heart failure, stroke, tb","https://jnjinnovation.com/JLABSNavigator/company/Qure.ai_Technologies_Pvt_Ltd","Yes","No",""
"Radialis Medical","JLABS @ Toronto (Toronto)","Alumni","","","MedTech","Other (MedTech)","PET Scanner for Breast Tissue",,,,,,"Radialis Medical is a women?s health focused medical device company that has developed, and is in the process of demonstrating the performance and efficacy of a low dose, highly sensitive, next generation, positron emission mammography breast cancer detection, staging, pre-surgical planning and response to monitoring system based on the company?s proprietary detector system technology.","X-ray mammography is the standard screening tool for breast cancer but it misses many cancers. The problem is exacerbated in women with dense breasts who have higher risk of developing breast cancer and for whom mammography has lower sensitivity. MRI can perform better, but access to MRI scans is limited by its cost; not all patients can undergo an MRI; and MRI contrast agents lead to inconsistent false-positive indications.","Radialis has developed a proprietary Low-Dose Positron Emission Mammography (LD-PEM) breast imaging technique that has a high sensitivity for malignancy, even in dense breasts. The disadvantage of current PEM scanners is the comparatively high dose of a radioactive tracer which is administrated to patients. However, our LD-PEM detector is over fifteen times more sensitive. Improved sensitivity means that the radiation dose can be dramatically reduced, making high-quality nuclear imaging available to many more women.","PET, Breast Cancer, Cancer Detection","https://jnjinnovation.com/JLABSNavigator/company/Radialis_Medical","No","No",""
