Company Name,Company Link,Description,Location,Founder Email
Moon,https://paywithmoon.com/,"Moon is a payments platform that allows major cryptocurrencies to be used to make purchases at any online retailer. Through our browser extension, we allow people to shop using popular cryptocurrencies as they would with a credit card. Customers either link their Coinbase account or use the wallet of their choice to make purchases using cryptocurrencies. Payments through Moon are instant, secure, and free.
Founder: Ken Kruger
founders@paywithmoon.com

Website
@paywithmoon",Consumer,
Moonlight,http://www.moonlightfocus.com/,"Moonlight  is an app that helps you find flow state on demand. With biometric information and computer data, we can passively monitor your focus levels and provide personalized plans to you get into flow faster. Loss of focus costs the US $1.25T each year, yet no tool gets you focused on demand.
Founders: Siran Jiang, Quincy Delp
founders@moonlightfocus.com

Website",Consumer,
Mosaic,https://www.mosaicapp.com,"Mosaic is a software solution that helps companies maximize their efficiency and profitability by automating the planning, management, and tracking of time. The company’s patented AI dynamically updates people’s work plans to optimize who works on what and when. Mosaic’s dashboard provides real-time actionable insights about how the team is performing and the health of the business.
Founder: John Meyer
founders@mosaicapp.com

Website",Enterprise,
Mouth Off,https://mouthoff.com,"Mouth Off is a consumer products company built on superior efficacy, convenience, and eco-friendly values. Our first product is a patent-pending dissolving gum with an exclusive first-to-market ingredient that eliminates bad breath for four hours. Our gum is plant-based, with no sugar or no artificial ingredients.
Founder: Camille Varlet
founders@mouthoff.com

Website
@mouthoffgum",Consumer,
Mulberry,https://getmulberry.com/,"Mulberry is an extended service platform. We work with e-commerce brands to embed extended product protection solutions into their customer journey seamlessly while increasing revenue streams and brand loyalty.
Founder: Chinedu Eleanya

Website
@getmulberry",★,
Musefind,http://musefind.com,"MuseFind is a SaaS marketing platform that connects eCommerce to social media influencers. We remove the friction that allows small to big brands engage with their consumers on a granular, authentic level by leveraging networks of micro-influencers.
Founders: Jennifer Yemu Li, Stephen Shen, Andry Tanusdjaja
founders@musefind.com

Website
@themusefind",Enterprise,
mxHero,http://www.mxhero.com/,"mxHero makes email better than it has ever been before. It does this by bringing new capabilities to email like the ability to send an email that can only be read once, impossible to forward or even store. It is a modular server side platform technology. In the last 3 months more than 2000 companies have added mxHero.
Founders: Alexis Panagides, Bruno Santos, Marcelo Marmol
founders@mxhero.com

Website
@mxheronet",Enterprise,
My Wellbeing,https://mywellbeing.com/,"My Wellbeing is an online platform for therapists and their clients. Therapists receive client leads, professional development, and access to a vetted professional community. Clients find the right therapist for them faster through our matching technology, personalized guidance, and custom recommendations. Therapists increase their revenue and impact; individuals get the help they’re looking for quickly.
Founder: Alyssa Petersel
founders@mywellbeing.com

Website
@findmywellbeing",Consumer,
Myro,https://www.mymyro.com/,"Myro is a modern personal care brand. Starting with a personalized deodorant, we want to elevate everyday routines with personal care products redesigned to be beautiful and functional. We use only all-natural ingredients to deliver the performance today’s customer expects.
Founder: Greg Laptevsky
founders@mymyro.com

Website",Consumer,
Navimize,http://navimize.com/,"Navimize is a wait time management platform for medical practices. Our software integrates with existing electronic medical records systems and intelligently schedules patients to maximize efficiencies for physicians and eliminate wait times for patients. We improve patient satisfaction while helping physicians build five-star reputations, grow their practices, and increase profitability.
Founders: Jennifer Meller, Kavita Mangal
founders@navimize.com

Website
@navimize",Enterprise,
Nayya,https://www.nayya.com/,"Nayya is a data-driven benefits broker. Using AI and data science, our digital platform provides insurance plan transparency, cost-savings insights, and suitability analytics for businesses. Nayya’s digital health platform also enables employees to seamlessly leverage their benefits all year long.
Founders: Sina Chehrazi, Akash Magoon
founders@nayya.com

Website
@Nayya_Inc",Enterprise,
Netic,https://www.netic.health/,"Netic is telehealth physical therapy for athletic Americans. Our remote chat-based care allows PTs and patients to share treatment plans, progress metrics, and videos for AI gait analysis. Starting with runners, we help people heal from injury with physical therapy that is convenient and affordable.
Founders: Louis Sallerson, Mathias Vissers, Val Zichenko
founders@netic.health

Website",Consumer,
neurobotx,https://www.neurobotx.ai,"neurobotx is the first neuromorphic AI platform for actionable intelligence and a roadmap for autonomous robotics. Our AI isolates and detects only the relevant pixels, decreasing cloud computing costs by 90% for our customers. neurobotx is based on 30 years of Nobel Laureate R&D, and we have commitments from some of the biggest players in defense, construction, aerospace, and automotive corporations.
Founder: Dr. Diana Deca
founders@neurobotx.org

Website",Enterprise,
NILE,https://www.nilehome.com/,"NILE is a software platform that streamlines real estate transactions from a tedious five-week process to as little as three days. Using machine learning and automation, Nile drives up prices through online negotiation technology and helps agents find the best buyer. And, you can track every step of the transaction from start to close.
Founders: Khaled Yatim, Tim Helfrey
founders@nilehome.com

Website",Enterprise,
NUMARI,,"NUMARI is an e-commerce company solving the issue of fit in women’s apparel by offering made-to-measure clothing at competitive retail pricing. Each garment is made to a customer’s individual measurements and styling preferences, such as dress and sleeve length. By executing custom at a mass scale, NUMARI gives stylish women the best-fitting look for them.
Founders: Arti Anand, Komal Kushal Raj",Consumer,
numberFire,http://www.numberfire.com/,"numberFire is an analytics platform that uses quantitative modeling to bring new insights and analysis to the world of sports. We help Fantasy Football owners and Handicappers make the most educated, unbiased, and rigorously analytical decisions they can. The future holds much more.
Founders: Nik Bonaddio, Sean Weinstock, Keith Goldner
founders@numberfire.com
 


Website
@numberFire",Consumer,
Nutmeg Education,,"Nutmeg Education is an assessment platform that helps teachers make better tests and quizzes to prepare students for the Common Core, now mandated by 45 states. We use 30,000+ questions to provide teachers with data-driven insights into student progress and to help them deliver personalized instruction based on student needs.
Founders: Jon Modica, Teddy Hills, Dan Jayo",Enterprise,
Oko,https://oko.trade/,"Oko is a platform for chemical manufacturers to get end-to-end visibility of their supply chain. Our platform connects manufacturers to their supply chain partners and automates data sharing to identify and resolve supply chain disruptions before they happen.
Founders: Darren Small, Allyson Alves, Sebastian Pedraza
founders@oko.trade

Website",Enterprise,
OLIMP,https://olimpfreight.com,"OLIMP is a platform that helps truck drivers find, book and pay for short-term warehousing in just a few clicks whenever a truck is rejected at delivery. Truckers can search by zip code, book available warehousing in real time, and pay online.
Founder: Vlad Gasnikov
founders@olimpfreight.com


Website",Enterprise,
One Kappa,https://www.onekappa.co/,"One Kappa is an intelligent weather solution for businesses across a wide range of industries. Our software lets weather-sensitive businesses easily manage risk and conduct their operations. We generate actionable insights by leveraging diverse weather data sources.
Founders: Henry Kwan, Rohan Desai, Michael Joseph
founders@onekappa.co

Website
LinkedIn",Enterprise,
Order,https://www.order.co/,"Order is a guided B2B marketplace with a mission to simplify buying for businesses. Powered by predictive applications and embedded fintech, Order sits at the intersection of a business, their vendors, and their payment methods to deliver tailored solutions up and down the entire buying process.
Founders: Zach Garippa, Tom Jaklitsch
founders@order.co

Website
@order",Enterprise,
OTONOMI,https://www.otonomi.ai/,"OTONOMI is a parametric insurance solution for carriers. We are transforming the air cargo insurance process into a fast, transparent, and cost-efficient experience for both the policyholders and insurers. Powered by our proprietary technologies in data-activated triggers, smart contracts, and integrated digital wallets, we reduce claim resolution times from 45 days to 45 minutes, lowering admin costs by 90%.
Founders: Yann Barbarroux, Jeremy Sutton, Sebastien Henot
founders@otonomi.ai
 

Website
OTONOMI3",Enterprise,
OwnOut,http://ownoutapp.quickmvp.com/,"OwnOut is a commerce network. We connect verified product owners to people who make, buy and sell the things that they love. Owners build a profile by connecting their email accounts. We analyze their email data to identify online purchases, then introduce them to the people, products and stores that are the most compatible with their interests.
Founders: Michael Grassotti
founders@ownout.com

Website",Consumer,
Parento,https://www.parentoleave.com/,"Parento is a comprehensive, insurance-based paid parental leave platform that enables companies to provide affordable paid maternity and paternity leave. With Parento’s predictable pricing, companies can offer paid time off when an employee has a new child for up to 16 weeks, along with new parent coaching and transition support.
Founder: Dirk Doebler
founders@parentoleave.com

Website
@Parento_Leave",Enterprise,
Parking Panda,https://www.parkingpanda.com/,"Parking Panda is a mobile, real-time parking discovery tool. We enable parking space owners to rent out their underutilized spaces to a community of drivers. People in need of parking can save money and time by finding a place to park and paying right from their phone.
Founders: Nick Miller, Adam Zilberbaum
founders@parkingpanda.com

Website
@ParkingPanda",Consumer,
ParkWise,http://parkwise.us/,"ParkWise is a mobile parking app providing real-time information about open, nearby street parking spots and local traffic events like upcoming street cleaning and snow emergencies. Our proprietary technology and intelligent traffic management system automatically collects, processes and memorizes parking-related data from drivers.
Founders: Alexander Shvartz, Dennis Bolgov, William Larrenaga
founders@streetinfotech.com

Website
@ParkwiseApp",Consumer,
Pathways,https://www.thepathways.earth/,"Pathways is building a full-stack sustainability platform for the construction industry. Today, we integrate embodied carbon calculations into existing design tools to help architects minimize the carbon footprint of their projects. Our vision is to integrate across the ecosystem, from industrial material procurement, through building permitting, sustainability certification, and ESG reporting. 
Founders: Leise Sandeman, Alex Cooper, Kritika Kharbanda
founders@thepathways.earth

Website",Enterprise,
Pawlicy Advisor,http://www.pawlicy.com/,"Pawlicy Advisor is a pet insurance broker that connects pet owners with their ideal plan by analyzing hundreds of options on the market and each pet’s breed-specific health risks. We work with leading insurers to make vet treatments accessible and affordable to more than 100 million U.S. pet owners.
Founders: Travis Bloom, Woody Mawhinney
founders@pawlicy.com

Website
@pawlicyadvisor",Consumer,
Payfully,https://www.payfully.co/,"Payfully is a financial services platform for the peer-to-peer rental market that lets property managers improve cash flow. Our platform uses advanced technology and invoice factoring to help hosts and property managers using Airbnb, Booking.com and HomeAway receive payment for their upcoming reservations within 24 hours, instead of at guest check-in.
Founders: Alberto Sheinfeld, Daniela Birnbaum, Luis Scull
founders@payfully.co

Website
@Payfully",Enterprise,
PCB:NG,http://www.pcb.ng/,"PCB:NG is a software and automation powered manufacturing service for custom assembled electronics. Our turnkey system takes the pain out of the ordering process, making it a simple e-commerce transaction. Our software driven manufacturing technology combines with our visual ordering system for error-free results and a 75% labor reduction over the industry average.
Founders: Peter Bakhirev, Jonathan Hirschman
founders@pcb.ng

Website
@PCBNGinc",Enterprise,
Pharmesol,https://www.pharmesol.com/,"Pharmesol is a virtual medication assistant that automates high-quality personalized care for patients. Pharmesol’s proactive and adaptive automated patient conversations reduce workload for providers and deliver insights necessary to improve health outcomes for their patients taking medications.
Founders: Natalie Park, Batman Feldman, Saumya Rawat
founders@pharmesol.com

Website",Enterprise,
Pictorious,,"Pictorious is a mobile app for photo challenges. People create challenges for their friends, who respond with photos as proof that they’ve completed the challenge. For users, it’s a new way to be creative and have fun. For brands, it’s a way to engage with their customers and create viral marketing campaigns.
Founders: Albert Chung, Michael Park",Consumer,
Piecewise,https://www.piecewise.co/,"Piecewise is a student-debt payment platform that universities and financial institutions use to lower student loan default rates. These institutions use our software to manage their student loan portfolios; student-debt borrowers use our mobile app to save money on repayment and access refinancing opportunities.
Founder: Madeleine Barr
founders@piecewise.co

Website
@PiecewiseCo",Consumer,
Piiku,,"Piiku is a premium video ad network for digital content paywalls. Over 90% of consumers initially abandon sites when asked to register or pay for content access. Piiku monetizes these users through video ads immediately while also helping publishers convert them to paid subscribers over time.
Founders: Jim Rice, Alistair Wyse, Erik Mumford
founders@piiku.com",Enterprise,
Place Pixel,http://placepixel.com,"Place Pixel is a mapping app that allows people to find useful, fun, and interesting information that’s missing from current maps. Whether it’s quiet spots in New York or public art in San Francisco, our users can find anything they care about. And, by allowing free and open contribution, there’s no limit to what can be mapped.
Founders: Hung Dinh, Scott Liang
founders@placepixel.com


Website
@gabbermap",Consumer,
PlayDate,https://startplaydate.com,"PlayDate is an ecosystem of pet tech for the connected home. Our first product is a robotic, camera-enabled smart ball that pet owners can control from their mobile devices from anywhere in the world, allowing them to interact with their pets remotely.
 Founders: Kevin Li, Anthony Chien
 founders@startplaydate.com


Website
@startplaydate",Consumer,
Please and Carrots,https://pleaseandcarrots.com/,"Please and Carrots is a destination for parents to help their children learn through expert-curated play and activities. Our subscription service for curious learners supports developmental milestones with toys, books and activities. Our new activity marketplace offers instantly accessible age-appropriate content for parents to use at home with their kids.
Founders: Stephanie Chan, Shilpa Barchha
founders@pleaseandcarrots.com

Website
@please_carrots",Consumer,
Pollen,https://pollenreturns.com/,"Pollen is a B2B returns platform helping e-commerce retailers improve the efficiency of their working capital. We modernize the returns process with front door pickups, then speed the recovery of returned goods through the retailer’s website or app. Pollen’s scheduling and grouping technology lets retailers save 80%+ on the per-unit cost of returns while reducing inventory carrying costs by 30%.
Founders: Spencer Kieboom, Mark Hart, Chad Ozgur
founders@pollenreturns.com
 

Website
@pollenreturns",Enterprise,
Polymer,http://polymersearch.com/,"Polymer is the first, truly no-code tool for data. Drag and drop an Excel file or connect a Google Sheet and Polymer’s AI automatically turns your data into an interactive web app with recommended insights and rich features to visualize trends, discover patterns, and explore outliers. Polymer makes everyone a data expert, instantly.
Founders: Ashish Gupta, Yasser Ansari
founders@polymersearch.com
 

Website",Enterprise,
Popwallet,https://popwallet.com/#marketing-automation,"Popwallet is a mobile wallet marketing automation platform that enables shopper marketers to create, distribute, and track usage of promotions through mobile wallets like Apple Wallet and Android Pay. These activities generate significant data related to consumer purchase behavior that we activate for marketers utilizing our proprietary Wallet Graph™ and machine learning algorithms.
Founders: Elias Guerra, Wes Biggs, David Bustos
founders@popwallet.com

Website
@popwallet",Enterprise,
Present,https://www.getpresentapp.com/,"Present is a health & wellness app that uses behavioral science to motivate people to put down their phones and be more present. We empower the 75% of people who have an unhealthy dependence on their phone to reclaim their time, improve their mental health, and enhance real-life experiences. Our mobile app syncs with users’ screen time data and incorporates proven principles of habit formation like goal-setting, educational content, and gamified social challenges.
Founders: Jack Winston, Charles Winston
founders@getpresentapp.com
 

Website",Consumer,
Pricing Engine,http://www.pricingengine.com/,"Pricing Engine is an easy-to-use platform that lets small business owners optimize their investment in online advertising without being digital media experts. Using our patent-pending, algorithm-based predictive analytics, we continually improve customer results.  We’ve expanded the platform to include social media advertising, and will soon release tools for improving display advertising and e-commerce results.
Founders: Jeremy Kagan, Yagmur Coker
founders@pricingengine.com

Website
@PricingEngine",Enterprise,
ProdPerfect,https://www.prodperfect.com/,"ProdPerfect is a platform that automatically builds, runs, and maintains quality assurance regression tests for web applications. We analyze live user traffic to build test cases from behavior patterns, giving engineering teams comprehensive testing coverage that continuously updates as new features are added.
Founders: Daniel Widing, Erik Fogg, Wilson Funkhouser
founders@prodperfect.com

Website
@prodperfectqa",Enterprise,
PublicStuff,http://www.publicstuff.com/,"PublicStuff enables municipalities to easily receive and manage service requests from the public. The web and mobile phone based platform allows agencies to reduce costs while improving public services. The platform is currently being utilized by over 20 municipalities nationwide.
Founders: Lily Liu, Vincent Polidoro
founders@publicstuff.com

Website
@publicstuff",Enterprise,
Pull,,"Pull is a mobile messaging distribution platform that lets users privately share conversations. Text conversations can be shared easily between friends, giving users more control over on-going conversations and facilitating commenting and voting when appropriate.  Pull creates a new approach to texting and messaging for its users.
Founders: Lauren Talbott
founders@thepullapp.com",Consumer,
Quottly,https://www.quottly.com/,"Quottly is a marketplace for accredited college courses. We allow students to find, register and enroll in transient courses and transfer credits to their home school. Students get convenient, inexpensive transfer classes and save up to 90% of the cost of a course; universities fill empty seats and retain students at risk of dropping out.
Founders:  Alicia Policinski, James Gibson
founders@quottly.com

Website
@quottly",Consumer,
Racebuilds,https://www.racebuilds.com,"Racebuilds is a peer-to-peer marketplace where fanatical car enthusiasts buy and sell car parts. Americans spend $51 billion upgrading their vehicles, but due to the technical and hyper-specific nature of car parts, shopping can be surprisingly difficult, especially in the second-hand market. Just as GOAT built a multi-billion dollar marketplace for sneakerheads, we’re building an automotive-centered platform with curation, community, and content at its core.
Founder: Nick Rivadeneira
founders@racebuilds.com

Website
Racebuilds on IG",Consumer,
Recapped,https://www.recapped.io/,"Recapped is a SaaS platform to help sales teams close enterprise deals faster. We pick up where traditional CRM stops, providing sales teams and their clients a single platform to collaborate on next steps, manage contracts, and communicate in real time. We help sales teams close more deals and onboard clients up to 80% faster.
Founders: Mark Fershteyn, Ujwal Battar
founders@recapped.io

Website
@getrecapped",Enterprise,
RetSKU,http://retsku.com/,"RetSKU is a business intelligence and analytics platform for retail brands selling via traditional brick-and-mortar merchants. The platform collects in-store competitive placement data in real-time, analyzes it to provide actionable insights and helps to improve promotional effectiveness and new product launches.
Founders: Harman Kochar
founders@retsku.com

Website
@retailsku",Enterprise,
Revmo,https://www.revmo.app/,"Revmo is an enterprise SaaS platform that finds the best warm introductions from your extended network, beyond LinkedIn and Facebook. Enter a target profile, and Revmo will automate warm email/SMS introductions within the networks of your closest customers, colleagues, classmates and contacts. This allows anyone to scale connections while eliminating spam and cold reach-outs.
Founders: Frederic de Sibert, Ben Colman
founders@revmo.app

Website",Enterprise,
RillaVoice,https://www.rillavoice.com/,"Rillavoice is the leading conversation intelligence software for outside sales and service. Our mobile app records, transcribes, and analyzes all face-to-face interactions with customers. We help solar sales, roofing sales, real estate agents, and the millions of salespeople who sell in-person in the physical world. 
Founders: Sebastian Jimenez Bienen, Oscar Martinez, Michael Castellanos, Lukasz Niepolski
founders@rillavoice.com

Website",Enterprise,
Ripplfect,https://theripplfect.com/,"Ripplfect rewards eco-conscious behavior at scale to help companies reduce their scope three emissions. We connect consumers to the increasing number of sustainable businesses and climate solutions while tracking the impact of our collective action.
Founder: Sarah Ganzenmuller
founders@theripplfect.com

Website
Instagram",Consumer,
Rockerbox,http://rockerbox.com/,"Rockerbox is the leading marketing measurement platform for direct-to-consumer (DTC) brands, centralizing all spend and campaigns across paid, organic, digital and offline. Leading brands, like Rothy’s, Burton, FIGS, and 1-800-Flowers.com, choose Rockerbox to provide one single source of truth across all of their marketing. With more than 100 integrations, Rockerbox provides the infrastructure needed to scale their businesses quickly and efficiently in a rapidly changing e-commerce landscape.
Founders: Ron Jacobson, Patrick O’Toole
founders@getrockerbox.com

Website
@rockerbox",Enterprise,
Rocket Cloud,http://www.rocketcl.com/,"Rocket Cloud is a software platform for building materials wholesalers. Our automation software provides a bridge to outdated legacy ERP systems, enabling our customers to sell their inventory on e-commerce marketplaces like Amazon, eBay, and Walmart for the first time. We then provide customers business intelligence tools to optimize online commerce performance.
Founders: Zeiad Hussein,  S. Michael Caverly
founders@rocketcl.com

Website
@Rocket_Cl",Enterprise,
Rollinglobe,http://rollinglobe.com,"Rollinglobe is an ecommerce platform that lets anyone quickly open an online travel store and earn money by creating and selling trips. Rollinglobe Travel Pros can offer 600,000+ hotel, tour, and activity products on their personalized stores, as well as combine individual products into custom travel packages.
Founders: Michael Nobiletti
founders@rollinglobe.com


Website
@Rollinglobe",Enterprise,
Rubik,https://www.rubikhomes.com/,"Rubik allows investors to build institutional grade single family portfolios with a couple of clicks. We use data science and machine learning to identify and acquire proprietary investment opportunities for REITs, hedge funds, and family offices who are looking to build single family rental (SFR) portfolios of hundreds of homes. Rubik provides institutional buyers with a transparent, scalable, plug and play acquisitions platform while providing liquidity to local rental home investors.
Founders: Amar Sehic, Krenar Roka, Tommaso Montagni
founders@rubikhomes.com

Website
@RubikHomes Instagram",Enterprise,
Sādu,https://sadu.earth/,"Sādu makes it easier and faster for marketplaces to build trust and raise funding for carbon removal. Our proprietary algorithm scores the quality of market makers so that more capital can flow into solutions that restore the ecosystem.
Founders: Brittany Salas
founders@sadu.io

Website
Sādu on Discord",Enterprise,
Salusion,http://salusion.com/,"Salusion is a financial services platform for health savings accounts (HSA) that makes consumer-driven healthcare more affordable. Through a redesigned HSA process, we maximize HSA tax savings for both consumers and their employers and are the only company to offer tax-advantaged patient finance.
Founder: Sean Grettum
founders@salusion.com

Website",Consumer,
Savvy,,"Savvy is a SaaS platform for covert job search. It enables employers to recruit the most qualified, currently-employed female candidates by ranking and matching them to open positions on the platform. Savvy makes it simple to source from a selective pool of top female talent and connect with them discreetly on their mobile devices.
Founders: Maisie Devine, Isaac Rothenbaum",Enterprise,
Sayspring,http://www.sayspring.com/,"Sayspring is a collaborative design platform for voice applications. Our software lets anyone easily create voice-enabled interfaces for Amazon Alexa and Google Home, and test interactive prototypes, with no coding required. Sayspring brings the visual design workflow of wireframes, design, prototypes, and user tests to voice.
Founders: Mark Webster, Scott Werner
founders@sayspring.com

Website
@sayspring",Enterprise,
Scentbird,http://scentbird.com,"Scentbird is a subscription service for perfumes and colognes.  We eliminate the uncertainty of purchasing fragrances online by combining a visual fragrance recommender with a risk-free, at-home sampling program.Scentbird eliminates the uncertainty of purchasing fragrances online by combining a visual fragrance recommender with a risk-free, at-home sampling program.
Founders: Sergey Gusev, Mariya Nurislamova, Rachel ten Brink, Andrei Rebrov
founders@scentbird.com

Website
@Scentbird",Consumer,
Scopio,https://scop.io/,"Scopio is the next-generation photo company. Our proprietary search engine lets us immediately source, license, and sell high-quality commercial images from social media at a fraction of the cost of traditional photo agencies. We give modern creative professionals from web developers to corporate graphic designers, a cost-effective, steady stream of fresh images.
Founders: Christina Hawatmeh, Nour Chamoun
founders@scop.io

Website
@Scop.io on Instagram",Enterprise,
Scouted,http://scouted.io/,"Scouted is a platform that makes hiring young talent more effective and efficient. We replace the traditional campus recruiting process and “quick resume glance” with technology that evaluates candidates on the metrics that really matter for long-term success, like grit and EQ. We deliver a curated list with only the best matches.
Founders: Robin Levine, Jacqueline Loeb, Craig Perler
founders@scouted.io

Website
@_Scouted",Enterprise,
SeamlessDocs,https://www.seamlessdocs.com/,"SeamlessDocs develops form automation software that empowers governments to create accessible online services. To date, SeamlessDocs has allowed millions of citizens and government staff to submit online forms from any browser or device with eSignatures, payments, and attachments.
Founders: Jonathon Ende, Chachi Camejo
founders@seamlessdocs.com

Website
@SeamlessDocs",Enterprise,
Seashells,https://www.getseashells.com/,"Seashells is a round-up savings and rewards app. We let customers save their spare change from every purchase made on their credit cards and then earn an automatic 15% bonus on their savings. Rewards are redeemable for vacations, gift cards, restaurants and more at 180+ retail and brand partners
Founders: Harrison Hines, TJ Signa
founders@getseashells.com

Website
@GetSeashells",Consumer,
SELECT,https://www.meetselect.com,"SELECT is a members-only “black card” that provides access to exclusive events, savings, and perks at thousands of locations across the globe directly through the SELECT card. The SELECT community enjoys insider-only rates, access and VIP treatment at premier restaurants, hotels, nightlife venues, retailers, events and more.
Founders: Carlo Cisco, Xiaonin Li
founders@meetselect.com


Website
@meetSELECT",Consumer,
Sensegrass,https://www.sensegrass.com/,"Sensegrass is a soil intelligence platform for fertilizer management. We use a combination of AI-based recommendations and soil sensors to deliver real-time soil health analyses and targeted nutrient management. We help farmers and companies reduce chemical fertilizer use, increase crop yields, and grow more sustainably.
Founders: Lalit Gautam, Rahul Gundala
founders@sensegrass.com

Website
Sensegrass1",Enterprise,
SensorKit,http://sensorkit.io,"SensorKit is an activity and gesture recognition platform for wearable devices. Our patent-pending technology allows devices to recognize specific activities. Our Apple Watch app, YouMove, uses our platform to automatically detect user exercises including bench presses, squats and rows, counting reps, sets and resting times.
Founders: Kenneth Kruger, Houtan Fanisalek
founders@sensorkit.io

Website
@sensorkit",Enterprise,
She’s Well,https://sheswell.app/,"She’s Well is a concierge fertility platform connecting women and couples to a trusted network of providers. We offer a full range of services, including IVF, egg freezing, and wellness coaching, to support you at every step of your fertility journey. With the nation’s largest network of top-tier fertility centers, labs, and financing partners, we bring transparency around costs.
Founders: Zivana Zerjal, Alex Vidovich
founders@sheswell.app

Website
@shewellofficial",Consumer,
Shiny,https://www.stayshiny.co/,"Shiny is a hospitality workforce solution. Hotels use our platform for hiring, training, task tracking, and culture building, with features like cashless tipping and performance incentives. This reduces churn, increases efficiency, and motivates their teams to maximize the profitability of their assets.
Founders: Rebecca Robinson, Gwen Johnson
founders@stayshiny.co

Website",Enterprise,
Shopalytic,https://analytics.cxsolutions.com/,"Shopalytic is a suite of easy-to-use business analytic tools which help e-commerce merchants better understand their customers. Shopalytic’s cost effective products provide small to medium-sized merchants key insights, which help them improve customer retention and, most importantly, increase sales.
Founders: Adam Gotterer, Erik Steigler
founders@shopalytic.com

Website",Enterprise,
Sigo Seguros,https://sigoinsurance.com/,"Sigo Seguros is an insurtech company actively serving Texas, with a mission to provide affordable auto insurance to the Spanish-speaking community. Sigo Seguros delivers a fully bilingual mobile-first platform that simplifies the insurance experience. The company offers transparent prices without fees and biased rating factors and provides coverage for customers with foreign IDs or licenses.
Founders: Nestor Solari, Julio Erdos, Ivan Arambula
founders@sigoseguros.com

Website
@sigoseguros",Consumer,
Sixplus,https://sixplus.com/,"SixPlus lets you reserve the best private and semi-private spaces for group events of six or more. Event planners, corporate groups and marketing directors and individuals use SixPlus to book meetings, board dinners, wedding events, birthdays and more. Build custom event packages at venues across New York, DC and Boston.
Founders: Evelyne White, Frank Ramirez
founders@sixplus.com

Website
@SixPlus",Consumer,
Skipper,https://www.skipperhospitality.com/,"Skipper books hotel rooms for groups. We’ve simplified and streamlined the booking process, making it easier for you to book rooms at the right hotels with the best rates.
Founders: Jason Shames, Marcos Jaramillo


Website",Enterprise,
Soundmind,http://www.soundmindinc.com/,"Soundmind is a web platform that lets senior care providers centrally manage and customize voice assistants like Alexa. We give providers plug-and-play devices with Soundmind voice applications that address common eldercare challenges. We help these facilities automate tasks, route requests, and easily communicate between seniors and their families.
Founders: Erum Azeez Khan, Andy Kropa, Surinder Singh
founders@soundmindinc.com

Website
@soundmindintel",Enterprise,
Spin Analytics,http://spin-analytics.com/,"Spin Analytics is an AI-driven platform that automates credit risk management and regulatory compliance for financial institutions and corporations. Our software drastically reduces time and manual effort, boosts efficiency, and enables clients to increase the accuracy of their forecasts.
Founders: Panos Skliamis
founders@spin-analytics.com 

Website
@spinanalytics1",Enterprise,
Spotter,https://joinspotter.com/,"Spotter is a software company for the long-haul trucking industry. Our AI model selects loads based on criteria including rate, schedule, and fuel costs to automatically find the best shipments for fleet owners and provide drivers with pickup and dropoff instructions. We help carriers reduce costs by automating repetitive tasks and increase revenue by improving load selection.
Founders: Peidi Wu, Gabriel Stonys
founders@joinspotter.com

Website",Enterprise,
Spryfit,https://spryf.it/,"SPRYFIT is a reward-based game platform that lets users bet on their fitness goals and win cash rewards. We combine the underutilized health data of wearables and smartphones with the motivating power of winning money to help people better achieve their health goals.
Founders: Victor Choi, Chris Choi
founders@spryf.it

Website
@playspryfit",Consumer,
SquadOV,https://www.squadov.gg/,"SquadOV is a platform that lets gamers and their friends improve their gameplay together using recorded video. We automatically record, index, and synchronize gameplay video using captured game data, allowing gamers to improve as a group. SquadOV is democratizing video review for every gamer and every team.
Founders: Mike Bao, Derek Chin
founders@squadov.gg

Website
@SquadOV",Consumer,
SquareFoot,https://www.squarefoot.com/,"SquareFoot is an online platform that simplifies commercial real estate leasing by connecting prospective tenants with landlords, brokers, and other service and product providers. Tenants get an easy way to search listing and manage the process; landlords get a more efficient way to market properties.
Founders: Justin Lee, Jonathan Wasserstrum, Aron Susman, Jon Grimes
founders@squarefoot.com

Website
@thesqft",Enterprise,
Startist,,"Startist is a platform that brings creative people together to collaborate on projects ranging from film and the arts to games and technology. Whether it’s a filmmaker looking for actors, a band needing a drummer or anyone who wants to join an inspired project, Startist makes the perfect match for you.
Founders: Danny Oh, Clint Sieunarine
founders@startist.com",Consumer,
StartSure,https://startsure.co/,"StartSure is a software platform that simplifies insurance for startups. StartSure’s Office Policy allows businesses to address their most basic liability and property needs instantly by answering just 5 simple questions, while the company’s AI Powered Digital Advisor identifies and provides solutions to further address their unique needs (such as Professional or Cyber Liability) with similar speed and efficiency.
Founder: Tim DiPietro
founders@startsure.co

Website",Enterprise,
StellarEmploy,https://www.stellaremploy.com/,"StellarEmploy is a SaaS platform for recruiting hourly workers. We enable companies with large workforces to hire staff more effectively. Our talent acquisition platform uses process automation and custom algorithms to match employee performance data to job fundamentals, increasing the quality of hires and reducing employee churn.
Founders: Sara Nadel, Irene Chung, Carlos Montoya
founders@stellaremploy.com

Website
@stellaremploy",Enterprise,
